일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,month,조식메뉴_Main,중식메뉴_Main,석식메뉴_Main
2019-03-04,월,2836,213,172,708,0.0,모닝롤/베이글 우유/주스 계란후라이 누룽지탕/쌀밥  감자국 김구이 포기김치  ,쌀밥/잡곡밥  해물된장찌개 돈육간장불고기 옥수수계란찜 모듬쌈 포기김치  ,쌀밥/잡곡밥  김치순두부찌개 소고기장조림 도토리묵야채무침 치커리생채 알타리김치  ,1274.0,658.0,3,베이글,돈육간장불고기,김치순두부찌개
2019-03-05,화,2836,67,230,736,0.0,모닝롤/토마토샌드 우유/주스 스크램블에그 닭죽/쌀밥  냉이된장국 미역레몬초무침 포기김치  ,쌀밥/잡곡밥  육개장 고추잡채*꽃빵 삼치구이 얼갈이나물 포기김치  ,김밥  미니우동 떡볶이 김말이&만두튀김 단무지/방울토마토 포기김치  ,940.0,646.0,3,미역레몬초무침,삼치구이,김말이
2019-03-06,수,2836,56,238,0,0.0,모닝롤/소보루빵 우유/주스 계란후라이 누룽지탕/쌀밥  들깨무채국 멸치볶음 포기김치  ,콩나물밥  미역장국 코다리강정 닭가슴살냉채 유채나물겉절이 알타리김치  ,쌀밥/잡곡밥 쇠고기샤브국 오징어볶음 고구마그라탕 애호박나물 포기김치  ,1061.0,443.0,3,들깨무채국,유채나물겉절이,애호박나물
2019-03-07,목,2836,45,265,589,0.0,모닝롤/치킨샌드 우유/주스 계란후라이 단팥죽/쌀밥  동태탕 감자채볶음 포기김치  ,쌀밥/잡곡밥  북어해장국 소고기낙지볶음 녹두전 돌나물*초장 포기김치  ,볶음밥 단호박스프 로제스파게티 쇠고기퀘사디아 홍시드레싱샐러드/음료 포기김치  ,845.0,637.0,3,단팥죽,돌나물,단호박스프
2019-03-08,금,2836,130,300,4,0.0,모닝롤/고구마파이 우유/주스 계란후라이 야채죽/쌀밥  조랭이떡국 실곤약흑임자무침 포기김치  ,쌀밥/잡곡밥  차돌박이찌개 해물누룽지탕 비엔나컬리플라워조림 열무나물무침 배추겉절이  ,쌀밥/잡곡밥 시금치국 수원왕갈비통닭 오꼬노미야끼계란말이 치킨무/사과오이무침 포기김치  ,663.0,542.0,3,실곤약흑임자무침,비엔나컬리플라워조림,사과오이무침
2019-03-11,월,2836,81,205,690,0.0,모닝롤/핫도그 우유/주스 계란후라이 누룽지탕/쌀밥  연두부탕 유채나물 포기김치  ,쌀밥/잡곡밥  어묵국 쇠고기숙주볶음  감자프리타타 건새우마늘쫑볶음 포기김치  ,쌀밥/잡곡밥  된장찌개 유자청제육볶음  두부구이*양념장 청경채생채 포기김치  ,1277.0,707.0,3,유채나물,건새우마늘쫑볶음,유자청제육볶음
2019-03-12,화,2836,59,244,642,0.0,모닝롤/씨크립샌드 우유/주스 스크램블에그 새우살죽/쌀밥  호박젓국찌개 검정콩조림 포기김치  ,쌀밥/잡곡밥  쑥국 안동찜닭  해물김치전 풋마늘대무침 포기김치  ,오므라이스  미소장국 모듬튀김*칠리소스 멕시칸샐러드 무피클/오렌지 포기김치  ,956.0,653.0,3,검정콩조림,쑥국,모듬튀김
2019-03-13,수,2836,61,244,0,0.0,모닝롤/소보루빵 우유/주스 계란후라이 누룽지탕/쌀밥  꽃게탕 김자반 포기김치  ,카레덮밥  가쯔오장국 고구마치즈구이 쫄면무침 무말랭이 포기김치  ,쌀밥/잡곡밥  수제비국 순살파닭  꽃맛살볶음 콩나물무침 깍두기  ,953.0,442.0,3,소보루빵,무말랭이,순살파닭
2019-03-14,목,2836,62,286,417,0.0,모닝롤/참치샌드 우유/주스 계란후라이 흑임자죽/쌀밥  오징어국 도라지생채 포기김치  ,쌀밥/잡곡밥  우거지해장국  갈치구이  모듬소시지구이 양념깻잎지 열무김치  ,쌀밥/옛날돈까스  양송이스프 딸기드레싱샐러드 감자범벅 오이피클/음료 포기김치  ,791.0,530.0,3,도라지생채,모듬소시지구이,옛날돈까스
2019-03-15,금,2836,174,304,4,0.0,모닝롤/마늘빵 우유/주스 계란후라이 고구마죽/쌀밥  매운버섯국  미역줄기볶음 포기김치  ,쌀밥/잡곡밥  열무된장국 등갈비김치찜  메밀전병만두 호박나물 배추겉절이  ,쌀밥/잡곡밥  달래된장국 레몬탕수육  우엉잡채 부추생채 포기김치  ,630.0,466.0,3,매운버섯국,메밀전병만두,달래된장국
2019-03-18,월,2836,107,217,607,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  민물새우찌개 쥐포무침 포기김치  ,쌀밥/잡곡밥  콩나물국 버섯불고기 오징어숙회무침 세발나물 포기김치  ,쌀밥/잡곡밥  배추된장국 닭갈비 메추리알곤약조림 비트무생채 포기김치  ,1261.0,619.0,3,쥐포무침,세발나물,메추리알곤약조림
2019-03-19,화,2836,72,248,553,0.0,모닝롤/바나나샌드 우유/주스 스크램블에그 땅콩죽/쌀밥  황태국 꽈리고추찜 포기김치  ,쌀밥/잡곡밥  아욱국 동파육 계란찜 쫑상추무침 배추겉절이  ,꼬마김밥*겨자장  김치우동 해물까스/케찹 시금치흑임자샐러드 파인애플주스 포기김치  ,990.0,627.0,3,황태국,동파육,파인애플주스
2019-03-20,수,2836,77,261,0,0.0,모닝롤/크로와상 우유/주스 계란후라이 누룽지탕/쌀밥  대구찌개 김잔파무침 포기김치  ,김치제육덮밥  맑은국 야채튀김 시저샐러드 오이무침 알타리김치  ,쌀밥/잡곡밥  닭개장 고등어구이 훈제오리냉채 청포묵무침 포기김치  ,970.0,412.0,3,대구찌개,야채튀김,훈제오리냉채
2019-03-21,목,2836,81,260,457,0.0,모닝롤/에그샌드 우유/주스 계란후라이 녹두죽/쌀밥  감자국 멸치아몬드볶음 포기김치  ,"쌀밥/잡곡밥  미역국 한방소갈비찜 동태전/새송이전 봄동겉절이 식혜,오렌지,바나나 깍두기  ",빠에야  쌀국수 수제고로케 과일샐러드 양배추피클 포기김치  ,1214.0,470.0,3,멸치아몬드볶음,새송이전,양배추피클
2019-03-22,금,2836,168,295,3,0.0,모닝롤/꿀호떡 우유/주스 계란후라이 낙지김치죽/쌀밥  옹심이만두떡국 유채나물 포기김치  ,쌀밥/잡곡밥  해물된장찌개 돈육굴소스볶음 달래두부무침 양배추쌈*쌈장 포기김치  ,쌀밥/잡곡밥  참치김치찌개 언양식불고기 해파리냉채 시금치나물 포기김치  ,567.0,466.0,3,낙지김치죽,달래두부무침,해파리냉채
2019-03-25,월,2836,111,232,585,0.0,모닝롤/사과잼쿠키 우유/주스 계란후라이 누룽지탕/쌀밥  김치국 김자반 포기김치  ,쌀밥/잡곡밥  꽃게탕 소고기장조림 두부구이 방풍나물 포기김치  ,쌀밥/잡곡밥  시래기국 삼겹살구이 감자채볶음 상추파무침 포기김치  ,1150.0,555.0,3,사과잼쿠키,방풍나물,상추파무침
2019-03-26,화,2836,83,252,525,0.0,모닝롤/고구마샌드 우유/주스 스크램블에그 잣죽/쌀밥  닭곰탕 연두부*양념장 포기김치  ,쌀밥/잡곡밥  무채국 제육볶음 들깨버섯무침 얼갈이나물 포기김치  ,잡채밥&짜장소스  맑은국 간장치킨 떡꼬지 음료/단무지 포기김치  ,919.0,541.0,3,연두부,들깨버섯무침,떡꼬지
2019-03-28,목,2836,84,282,522,0.0,모닝롤/단팥빵 우유/주스 계란후라이 수삼닭죽/쌀밥  쇠고기버섯국 시금치나물 포기김치  ,쌀밥/잡곡밥  어묵탕 매운돼지갈비찜 야채계란말이 부추팽이겉절이 열무김치  ,충무김밥  우동 오징어초무침 모짜렐라핫도그 바나나/샐러드 석박지  ,810.0,597.0,3,쇠고기버섯국,부추팽이겉절이,모짜렐라핫도그
2019-03-29,금,2836,239,301,1,0.0,모닝롤/와플 우유/주스 계란후라이 야채죽/쌀밥  고추장찌개 도라지나물 포기김치  ,쌀밥/잡곡밥  알탕 미니함박조림 셀프무쌈말이 파래김*양념장 포기김치  ,쌀밥/잡곡밥  쇠고기샤브국 깐풍기 동그랑땡전 열무나물 포기김치  ,481.0,402.0,3,도라지나물,미니함박조림,열무나물
2019-04-01,월,2822,126,197,611,0.0,모닝롤/사과롤케익 우유/주스 계란후라이 누룽지탕/쌀밥  시금치국 김구이 포기김치  ,쌀밥/잡곡밥  황태국 소고기숙주볶음 계란찜 치커리무침 포기김치  ,쌀밥/잡곡밥  감자국 새송이너비아니구이 가자미양념찜 콩나물무침 포기김치  ,1029.0,577.0,4,사과롤케익,소고기숙주볶음,새송이너비아니구이
2019-04-02,화,2822,67,253,514,0.0,모닝롤/피자빵 우유/주스 스크램블에그 고구마죽/쌀밥  달래된장찌개 진미채무침 포기김치  ,쌀밥/잡곡밥  연두부탕 오징어볶음 궁중떡볶음 참나물무침 포기김치  ,목살필라프  꼬지어묵국 탕수육 콥샐러드 무피클/사과주스 포기김치  ,855.0,491.0,4,달래된장찌개,궁중떡볶음,꼬지어묵국
2019-04-03,수,2822,59,283,0,0.0,모닝롤/초코핫케익 우유/주스 계란후라이 누룽지탕/쌀밥  만두국 땅콩조림 포기김치  ,곤드레밥*강된장  들깨시래기국 순대볶음 쫄면 온두부 볶음김치  ,쌀밥/잡곡밥 부대찌개 돈육장조림 어묵잡채 오이무침 포기김치  ,790.0,411.0,4,만두국,순대볶음,어묵잡채
2019-04-04,목,2822,60,288,429,0.0,모닝롤/햄치즈샌드 우유/주스 계란후라이 흑임자죽/쌀밥  호박젓국찌개 마늘쫑볶음 포기김치  ,쌀밥/잡곡밥  돈육김치찌개 안동찜닭 야채비빔만두 아삭고추무침 열무김치  ,쌀밥/잡곡밥  뼈감자탕 해물까스*와사비소스 단호박*팥찜 부추무침 깍두기  ,745.0,462.0,4,마늘쫑볶음,야채비빔만두,단호박
2019-04-05,금,2822,185,303,1,0.0,모닝롤/고구마파이 우유/주스 계란후라이 야채죽/쌀밥  소고기무국 김치도토리묵무침 포기김치  ,쌀밥/잡곡밥  조랭이떡미역국 짬뽕불고기 맛살전 간장깻잎지 배추겉절이  ,쌀밥/잡곡밥 청국장찌개 류산슬 치즈함박스테이크 가지나물 포기김치  ,575.0,436.0,4,김치도토리묵무침,조랭이떡미역국,치즈함박스테이크
2019-04-08,월,2822,104,222,592,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/쌀밥  북어국  멸치볶음 포기김치  ,쌀밥/잡곡밥  된장찌개 유자청돈육볶음  새송이버섯전 모듬쌈*쌈장 포기김치  ,쌀밥/잡곡밥  김치두부국 닭갈비  해물파전 취나물 포기김치  ,1105.0,607.0,4,북어국,유자청돈육볶음,김치두부국
2019-04-09,화,2822,69,239,578,0.0,모닝롤/참치샌드 우유/주스 스크램블에그 팥죽/쌀밥  미역국 쑥갓두부무침 포기김치  ,쌀밥/잡곡밥  순두부찌개 주꾸미볶음  감자채볶음 견과류조림 열무김치  ,참치회덮밥  미소장국 또띠아피자 꽃맛살샐러드 락교/오렌지 포기김치  ,876.0,590.0,4,미역국,견과류조림,또띠아피자
2019-04-10,수,2822,64,245,0,0.0,모닝롤/크림롤케익 우유/주스 계란후라이 누룽지탕/쌀밥  피바지락국 미역줄기볶음 포기김치  ,나물비빔밥  가쯔오장국 오징어튀김  과일샐러드 오복지 포기김치  ,쌀밥/잡곡밥  육개장  꽁치구이*와사비장 비엔나케찹볶음 청경채생채 포기김치  ,789.0,350.0,4,크림롤케익,오복지,와사비장
2019-04-11,목,2822,52,248,434,0.0,모닝롤/인기가요샌드 우유/주스 계란후라이 김치죽/쌀밥  근대국 김자반 포기김치  ,쌀밥/잡곡밥  콩나물국 수제돈까스  파스타샐러드 오이무침 포기김치  ,베이컨김치볶음밥  새우튀김우동 찐만두 키위드레싱샐러드 요플레 깍두기  ,845.0,524.0,4,인기가요샌드,수제돈까스,찐만두
2019-04-12,금,2822,155,288,0,0.0,모닝롤/허니브레드 우유/주스 계란후라이 홍게살죽/쌀밥  대구매운탕 꽈리고추찜 포기김치  ,쌀밥/잡곡밥  아욱국 닭오븐구이  옥수수전 치커리사과생채 배추겉절이  ,쌀밥/잡곡밥  배추된장국 돈육강정  계란말이 숙주나물 포기김치  ,553.0,435.0,4,허니브레드,치커리사과생채,배추된장국
2019-04-15,월,2822,113,178,609,0.0,모닝롤/꿀호떡 우유/주스 계란후라이 누룽지탕/쌀밥  오징어국  땅콩아몬드조림 포기김치  ,쌀밥/잡곡밥  매운어묵국 버섯불고기  시금치프리타타 도라지오이생채 포기김치  ,쌀밥/잡곡밥  차돌박이찌개  가자미카레튀김 마파두부  부추겉절이 열무김치  ,1184.0,647.0,4,땅콩아몬드조림,매운어묵국,부추겉절이
2019-04-16,화,2822,54,234,552,0.0,모닝롤/야채샌드 우유/주스 스크램블에그 견과류죽/쌀밥  김치콩나물국 두부양념조림 포기김치  ,쌀밥/잡곡밥  열무된장국 닭볶음탕  우엉잡채 고구마순나물 포기김치  ,토마토스파게티  크림스프 미니햄버거 감자튀김 오이피클/음료 포기김치  ,905.0,607.0,4,두부양념조림,고구마순나물,미니햄버거
2019-04-17,수,2822,57,263,0,0.0,모닝롤/단팥빵 우유/주스 계란후라이 누룽지탕/쌀밥  꽃게탕 김잔파무침 포기김치  ,쌀밥/잡곡밥  떡국 오징어볶음  계란장조림 양념깻잎지 포기김치  ,쌀밥/잡곡밥  콩비지찌개 간장마늘치킨  브로컬리맛살볶음 얼갈이겉절이 깍두기  ,910.0,472.0,4,김잔파무침,계란장조림,브로컬리맛살볶음
2019-04-18,목,2822,76,281,458,0.0,모닝롤/토마토샌드 우유/주스 계란후라이 녹두죽/쌀밥  재첩국 호박나물 포기김치  ,쌀밥/잡곡밥  매운버섯국 미트볼케찹조림  어묵볶음 세발나물 열무김치  ,김밥볶음밥  짬뽕 크림새우 딸기드레싱샐러드 과일 포기김치  ,767.0,528.0,4,호박나물,매운버섯국,크림새우
2019-04-19,금,2822,230,294,1,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 해물죽/쌀밥  무채국 시금치나물 포기김치  ,짜장덮밥  맑은국 사천식탕수육  군만두 단무지 포기김치  ,쌀밥/잡곡밥  고추장찌개 돈육굴소스볶음  동그랑땡전 콩나물무침 포기김치  ,683.0,412.0,4,시금치나물,짜장덮밥,고추장찌개
2019-04-22,월,2822,109,253,533,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/쌀밥  북어해장국 두반장가지볶음 포기김치  ,쌀밥/잡곡밥  들깨시래기국 유자청돈육볶음 콩나물겨자채 양배추쌈*쌈장 포기김치  ,쌀밥/잡곡밥  콩가루배추국 닭데리야끼조림 탕수만두 얼갈이나물 포기김치  ,1094.0,494.0,4,두반장가지볶음,유자청돈육볶음,닭데리야끼조림
2019-04-23,화,2822,60,272,576,0.0,모닝롤/에그샌드 우유/주스 스크램블에그 새우살죽/쌀밥  맑은순두부국 검정콩조림 포기김치  ,쌀밥/잡곡밥  된장찌개 쇠고기장조림 골뱅이무침*소면 취나물무침 포기김치  ,쌀밥/잡곡밥  수제비국 고등어구이 고추잡채*꽃빵 청경채생채 포기김치  ,886.0,567.0,4,맑은순두부국,취나물무침,수제비국
2019-04-25,목,2822,85,294,452,0.0,모닝롤/단호박샌드 우유/주스 계란후라이 흑임자죽/쌀밥  감자국 아삭고추된장무침 포기김치  ,쌀밥/잡곡밥  두부김치국 해물누룽지탕 두부카프레제 무나물 열무김치  ,파인애플볶음밥  유부주머니국 새우까스*와사비소스 콘치즈오븐구이 단무지무침/음료 깍두기  ,702.0,500.0,4,아삭고추된장무침,두부카프레제,콘치즈오븐구이
2019-04-26,금,2822,215,297,0,0.0,모닝롤/시금치팬케익 우유/주스 계란후라이 야채죽/쌀밥  닭곰탕 도토리묵*장 포기김치  ,쌀밥/잡곡밥  미역국 돈육간장강정 황태양념구이 숙주나물 포기김치  ,쌀밥/잡곡밥  시금치국 유린기 감자채볶음 마늘쫑무침 포기김치  ,572.0,392.0,4,도토리묵,돈육간장강정,시금치국
2019-04-29,월,2822,152,252,544,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  건새우아욱국 김구이 포기김치  ,쌀밥/잡곡밥  김치콩나물국 버섯불고기 계란찜 부추생채 포기김치  ,쌀밥/잡곡밥  매운소고기무국 삼치구이 돈육잡채 참나물생채 포기김치  ,1207.0,564.0,4,건새우아욱국,김치콩나물국,매운소고기무국
2019-04-30,화,2822,152,298,290,0.0,모닝롤/인절미샌드 우유/주스 스크램블에그 참치죽/쌀밥  꽃게탕 시래기조림 포기김치  ,쌀밥/잡곡밥  소고기샤브국 오징어볶음 모듬묵샐러드 연근조림 포기김치  ,김밥  잔치국수 야채튀김 바나나 무비트생채 포기김치  ,714.0,430.0,4,인절미샌드,소고기샤브국,무비트생채
2019-05-02,목,2825,247,303,384,0.0,모닝롤/메론빵 우유/주스 계란후라이 잣죽/쌀밥  호박젓국찌개 멸치볶음 포기김치  ,쌀밥/잡곡밥  해물된장찌개 안동찜닭 버섯볶음 치커리생채 포기김치  ,삼겹살볶음밥  미소장국 볶음우동 쫑상추무침 하와이안샐러드 열무김치  ,758.0,423.0,5,메론빵,버섯볶음,삼겹살볶음밥
2019-05-03,금,2825,348,276,1,0.0,모닝롤/초코핫케익 우유/주스 계란후라이 팥죽/쌀밥  조랭이떡국 두부쑥갓무침 포기김치  ,쌀밥/잡곡밥  순두부찌개 미니채소떡갈비 사각어묵무침 단배추나물 배추겉절이  ,쌀밥/잡곡밥  황태국 돈육피망볶음 두부계란부침 간장깻잎지 포기김치  ,654.0,420.0,5,두부쑥갓무침,사각어묵무침,돈육피망볶음
2019-05-07,화,2825,135,271,606,0.0,모닝롤/팬케익 우유/주스 스크램블에그 누룽지탕/쌀밥  미역국 명엽채무침 포기김치  ,쌀밥/잡곡밥  어묵국 훈제오리구이  두부조림 양파절임/쌈무 포기김치  ,쌀밥/잡곡밥  콩나물국 닭갈비  동그랑땡전 무생채 열무김치  ,1221.0,590.0,5,미역국,두부조림,닭갈비
